key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
146,"w1f4","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,"ザナラーン","ザナラーン","南ザナラーン","w1f4/01",4,0,1,0,False,12,0,True,True,True,False,1036,122002,123107,852388,0,"リトルアラミゴ",-1,0,15,False,0,0,0,14,False
147,"w1f5","ffxiv/wil_w1/fld/w1f5/level/w1f5",1,"ザナラーン","ザナラーン","北ザナラーン","w1f5/00",4,0,1,0,False,13,0,True,True,True,False,1036,122002,123108,852014,0,"キャンプ・ブルーフォグ",-1,0,16,False,0,0,0,15,False
148,"f1f1","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,"黒衣森","黒衣森","黒衣森：中央森林","f1f1/00",3,0,1,0,False,3,0,True,True,True,False,1004,122003,123204,852246,0,"ベントブランチ牧場",-1,0,17,False,0,0,0,7,False
149,"z1z3","ffxiv/sea_s1/pvp/s1p5/level/s1p5",4,"ラノシア","ラノシア","ウルヴズジェイル演習場","s1p5/00",2,2,28,128,False,65,0,True,False,False,False,1001,122001,124016,0,0,"",-1,138,-1,True,0,0,0,0,False
150,"l1d1","ffxiv/lak_l1/dun/l1d1/level/l1d1",1,"モードゥナ","モードゥナ","黙約の塔","l1d1/01",6,2,3,32,False,74,0,True,False,False,False,1001,122005,124401,0,0,"",-1,87,-1,False,0,0,0,0,False
151,"l1r3","ffxiv/lak_l1/rad/l1r3/level/l1r3",1,"モードゥナ","モードゥナ","闇の世界","l1r3/00",6,2,8,111,False,0,0,True,False,False,False,1001,122011,124603,0,0,"",-1,0,-1,False,0,0,0,0,False
152,"f1f2","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,"黒衣森","黒衣森","黒衣森：東部森林","f1f2/00",3,0,1,0,False,4,0,True,True,True,False,1004,122003,123205,852446,0,"ホウソーン家の山塞",-1,0,18,False,0,0,11,8,False
153,"f1f3","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,"黒衣森","黒衣森","黒衣森：南部森林","f1f3/00",3,0,1,0,False,5,0,True,True,True,False,1004,122003,123206,852244,0,"クォーリーミル",-1,0,19,False,0,0,0,9,False
154,"f1f4","ffxiv/fst_f1/fld/f1f4/level/f1f4",1,"黒衣森","黒衣森","黒衣森：北部森林","f1f4/00",3,0,1,0,False,6,0,True,True,True,False,1004,122003,123207,853469,0,"フォールゴウド",-1,0,20,False,0,0,0,10,False
155,"r1f1","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,"クルザス","クルザス","クルザス中央高地","r1f1/00",5,0,1,0,False,21,1,True,True,True,False,1072,122004,123301,852247,0,"キャンプ・ドラゴンヘッド",-1,0,21,False,0,0,10,17,False
156,"l1f1","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,"モードゥナ","モードゥナ","モードゥナ","l1f1/01",6,0,1,0,False,22,0,True,True,True,False,1073,122005,123401,852412,0,"レヴナンツトール",-1,0,22,False,0,0,0,16,False
157,"s1d1","ffxiv/sea_s1/dun/s1d1/level/s1d1",1,"ラノシア","ラノシア","サスタシャ浸食洞","s1d1/00",2,2,3,4,False,0,0,True,False,False,False,1032,122001,124001,0,0,"",-1,24,-1,False,0,0,0,0,False
158,"s1d2","ffxiv/sea_s1/dun/s1d2/level/s1d2",1,"ラノシア","ラノシア","ブレイフロクスの野営地","s1d2/00",2,2,3,8,False,0,0,True,False,False,False,1033,122001,124003,0,0,"",-1,25,-1,False,0,0,0,0,False
159,"s1d3","ffxiv/sea_s1/dun/s1d3/level/s1d3",1,"ラノシア","ラノシア","ワンダラーパレス","s1d3/00",2,2,3,10,False,0,0,True,False,False,False,1034,122001,124005,0,0,"",-1,26,-1,False,0,0,0,0,False
160,"s1d4","ffxiv/sea_s1/dun/s1d4/level/s1d4",1,"ラノシア","ラノシア","シリウス大灯台","s1d4/01",2,2,3,17,False,28,0,True,False,False,False,1001,122001,124007,0,0,"",-1,19,-1,False,0,0,0,0,False
161,"w1d1","ffxiv/wil_w1/dun/w1d1/level/w1d1",1,"ザナラーン","ザナラーン","カッパーベル銅山","w1d1/01",4,2,3,3,False,0,0,True,False,False,False,1047,122002,124101,0,0,"",-1,29,-1,False,0,0,0,0,False
162,"w1d2","ffxiv/wil_w1/dun/w1d2/level/w1d2",1,"ザナラーン","ザナラーン","ハラタリ修練所","w1d2/00",4,2,3,7,False,0,0,True,False,False,False,1048,122002,124103,0,0,"",-1,30,-1,False,0,0,0,0,False
163,"w1d3","ffxiv/wil_w1/dun/w1d3/level/w1d3",1,"ザナラーン","ザナラーン","カルン埋没寺院","w1d3/01",4,2,3,9,False,0,0,True,False,False,False,1049,122002,124105,0,0,"",-1,13,-1,False,0,0,0,0,False
164,"f1d1","ffxiv/fst_f1/dun/f1d1/level/f1d1",1,"黒衣森","黒衣森","タムタラの墓所","f1d1/00",3,2,3,2,False,0,0,True,False,False,False,1015,122003,124201,0,0,"",-1,28,-1,False,0,0,0,0,False
166,"f1d2","ffxiv/fst_f1/dun/f1d2/level/f1d2",1,"黒衣森","黒衣森","ハウケタ御用邸","f1d2/01",3,2,3,6,False,0,0,True,False,False,False,1017,122003,124203,0,0,"",-1,32,-1,False,0,0,0,0,False
167,"f1d3","ffxiv/fst_f1/dun/f1d3/level/f1d3",1,"黒衣森","黒衣森","古城アムダプール","f1d3/01",3,2,3,14,False,28,0,True,False,False,False,1018,122003,124205,0,0,"",-1,7,-1,False,0,0,0,0,False
168,"r1d1","ffxiv/roc_r1/dun/r1d1/level/r1d1",1,"クルザス","クルザス","ストーンヴィジル","r1d1/00",5,2,3,11,False,27,2,True,False,False,False,1069,122004,124301,0,0,"",-1,12,-1,False,0,0,0,0,False
169,"f1r1","ffxiv/fst_f1/rad/f1r1/level/f1r1",1,"黒衣森","黒衣森","トトラクの千獄","f1r1/00",3,2,3,1,False,0,0,True,False,False,False,1016,122003,124207,0,0,"",-1,31,-1,False,0,0,0,0,False
170,"w1r1","ffxiv/wil_w1/rad/w1r1/level/w1r1",1,"ザナラーン","ザナラーン","カッターズクライ","w1r1/01",4,2,3,12,False,0,0,True,False,False,False,1050,122002,124107,0,0,"",-1,8,-1,False,0,0,0,0,False
171,"r1r1","ffxiv/roc_r1/rad/r1r1/level/r1r1",1,"クルザス","クルザス","ゼーメル要塞","r1r1/01",5,2,3,13,False,0,0,True,False,False,False,1070,122004,124303,0,0,"",-1,9,-1,False,0,0,0,0,False
172,"r1r2","ffxiv/roc_r1/rad/r1r2/level/r1r2",1,"クルザス","クルザス","オーラムヴェイル","r1r2/00",5,2,3,5,False,0,0,True,False,False,False,1071,122004,124304,0,0,"",-1,33,-1,False,0,0,0,0,False
174,"l1r1","ffxiv/lak_l1/rad/l1r1/level/l1r1",1,"モードゥナ","モードゥナ","古代の民の迷宮","l1r1/01",6,2,8,92,False,0,0,True,False,False,False,1001,122011,124601,0,0,"",-1,21,-1,False,0,0,0,0,False
175,"","",0,"","","","",0,0,0,0,False,0,0,False,False,False,False,0,0,0,0,0,"",0,0,0,False,0,0,0,0,False
176,"z1j1","ffxiv/zon_z1/jai/z1j1/level/z1j1",1,"","","モルディオン監獄","default/00",1,0,5,0,False,0,0,False,False,False,False,1001,-1,-1,0,0,"ウルヴズジェイル係船場",-1,0,-1,False,0,0,0,0,False
177,"s1ti","ffxiv/sea_s1/twn/s1ti/level/s1ti",1,"ラノシア","リムサ・ロミンサ市街","宿屋「ミズンマスト」","s1ti/00",2,0,2,0,False,0,0,True,False,False,False,5,122001,123001,852012,0,"リムサ・ロミンサ：下甲板層",-1,0,23,False,0,0,0,0,False
178,"w1ti","ffxiv/wil_w1/twn/w1ti/level/w1ti",1,"ザナラーン","ウルダハ市街","宿屋「砂時計亭」","w1ti/00",4,0,2,0,False,0,0,True,False,False,False,5,122002,123101,852013,0,"ウルダハ：ナル回廊",-1,0,24,False,0,0,0,0,False
179,"f1ti","ffxiv/fst_f1/twn/f1ti/level/f1ti",1,"黒衣森","グリダニア市街","旅館「とまり木」","f1ti/00",3,0,2,0,False,0,0,True,False,False,False,5,122003,123201,852098,0,"グリダニア：新市街",-1,0,25,False,0,0,0,0,False
180,"s1f6","ffxiv/sea_s1/fld/s1f6/level/s1f6",1,"ラノシア","ラノシア","外地ラノシア","s1f6/00",2,0,1,0,False,24,0,True,True,True,False,1021,122001,123009,852387,0,"キャンプ・オーバールック",-1,0,26,False,0,0,0,6,False
181,"s1t1_opening","ffxiv/sea_s1/twn/s1t1/level/s1t1",1,"ラノシア","リムサ・ロミンサ市街","リムサ・ロミンサ","s1t1/01",2,0,6,0,False,0,0,True,False,False,False,1020,122007,123002,852076,0,"リムサ・ロミンサ：下甲板層",1300,0,-1,False,0,0,0,0,False
182,"w1t1_opening","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,"ザナラーン","ウルダハ市街","ウルダハ：ナル回廊","w1t1/01",4,0,6,0,False,0,0,True,False,False,False,1035,122008,123102,852077,0,"ウルダハ：ナル回廊",1300,0,-1,False,0,0,0,0,False
183,"f1t1_opening","ffxiv/fst_f1/twn/f1t1/level/f1t1",1,"黒衣森","グリダニア市街","グリダニア：新市街","f1t1/00",3,0,6,0,False,0,0,True,False,False,False,1003,122009,123202,852073,0,"グリダニア：新市街",1300,0,-1,False,0,0,0,0,False
184,"","",0,"","","","",0,0,0,0,False,0,0,False,False,False,False,0,0,0,0,0,"",0,0,0,False,0,0,0,0,False
185,"","",0,"","","","",0,0,0,0,False,0,0,False,False,False,False,0,0,0,0,0,"",0,0,0,False,0,0,0,0,False
186,"","",0,"","","","",0,0,0,0,False,0,0,False,False,False,False,0,0,0,0,0,"",0,0,0,False,0,0,0,0,False
187,"","",0,"","","","",0,0,0,0,False,0,0,False,False,False,False,0,0,0,0,0,"",0,0,0,False,0,0,0,0,False
188,"s1d8","ffxiv/sea_s1/dun/s1d8/level/s1d8",1,"ラノシア","ラノシア","ワンダラーパレス","s1d8/00",2,2,3,30,False,40,0,True,False,False,False,1001,122001,124014,0,0,"",-1,81,-1,False,0,0,0,0,False
189,"f1d7","ffxiv/fst_f1/dun/f1d7/level/f1d7",1,"黒衣森","黒衣森","古城アムダプール","f1d7/01",3,2,3,29,False,40,0,True,False,False,False,1001,122003,124212,0,0,"",-1,79,-1,False,0,0,0,0,False
190,"go002","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,"黒衣森","黒衣森","黒衣森：中央森林","f1f1/00",3,2,3,43,False,3,0,True,False,False,False,1001,-1,-1,0,0,"",-1,0,-1,False,0,0,0,0,False
191,"go005","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,"黒衣森","黒衣森","黒衣森：東部森林","f1f2/00",3,2,3,46,False,4,0,True,False,False,False,1001,-1,-1,0,0,"",-1,0,-1,False,0,0,0,0,False
192,"go006","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,"黒衣森","黒衣森","黒衣森：南部森林","f1f3/00",3,2,3,47,False,5,0,True,False,False,False,1001,-1,-1,0,0,"",-1,0,-1,False,0,0,0,0,False
193,"w1b1","ffxiv/wil_w1/bah/w1b1/level/w1b1",1,"ザナラーン","ザナラーン","ラグナロク級六番艦：艦体中央部","w1b1/00",4,2,16,107,False,0,0,True,False,False,False,1001,122013,124531,0,0,"",-1,60,-1,False,0,0,0,0,False
194,"w1b2","ffxiv/wil_w1/bah/w1b2/level/w1b2",1,"ザナラーン","ザナラーン","ラグナロク級六番艦：再生制御区","w1b2/00",4,2,16,108,False,0,0,True,False,False,False,1001,122013,124532,0,0,"",-1,61,-1,False,0,0,0,0,False
195,"w1b3","ffxiv/wil_w1/bah/w1b3/level/w1b3",1,"ザナラーン","ザナラーン","ラグナロク級六番艦：第一艦橋","w1b3/00",4,2,17,109,False,0,0,True,False,False,False,1001,122013,124533,0,0,"",-1,62,-1,False,0,0,0,0,False
196,"w1b4","ffxiv/wil_w1/bah/w1b4/level/w1b4",1,"ザナラーン","ザナラーン","バハムートコア","w1b4/00",4,2,17,110,False,44,0,True,False,False,False,1001,122010,124534,0,0,"",-1,63,-1,False,0,0,0,0,False
197,"","",0,"","","","",0,0,0,0,False,0,0,False,False,False,False,0,0,0,0,0,"",0,0,0,False,0,0,0,0,False
198,"s1e4","ffxiv/sea_s1/evt/s1e4/level/s1e4",1,"ラノシア","リムサ・ロミンサ市街","アドミラルブリッジ：提督室","s1e4/00",2,0,15,0,False,14,0,True,False,False,False,75,-1,-1,852801,0,"リムサ・ロミンサ：下甲板層",-1,0,-1,False,0,0,0,0,False
199,"","",0,"","","","",0,0,0,0,False,0,0,False,False,False,False,0,0,0,0,0,"",0,0,0,False,0,0,0,0,False
200,"","",0,"","","","",0,0,0,0,False,0,0,False,False,False,False,0,0,0,0,0,"",0,0,0,False,0,0,0,0,False
201,"","",0,"","","","",0,0,0,0,False,0,0,False,False,False,False,0,0,0,0,0,"",0,0,0,False,0,0,0,0,False
202,"w1fa","ffxiv/wil_w1/fld/w1fa/level/w1fa",1,"ザナラーン","ザナラーン","炎帝祭跡","w1fa/00",4,2,10,56,False,25,0,True,False,False,False,1001,-1,-1,0,0,"",-1,5,-1,False,0,0,0,0,False
203,"","",0,"","","","",0,0,0,0,False,0,0,False,False,False,False,0,0,0,0,0,"",0,0,0,False,0,0,0,0,False
204,"f1e4","ffxiv/fst_f1/evt/f1e4/level/f1e4",1,"黒衣森","グリダニア市街","神勇隊司令室","f1e4/00",3,0,15,0,False,0,0,True,False,False,False,85,-1,-1,0,0,"グリダニア：新市街",-1,0,-1,False,0,0,0,0,False
205,"f1e5","ffxiv/fst_f1/evt/f1e5/level/f1e5",1,"黒衣森","グリダニア市街","不語仙の座卓","f1e5/00",3,0,15,0,False,0,0,True,False,False,False,73,-1,-1,0,0,"グリダニア：新市街",-1,0,-1,False,0,0,0,0,False
206,"s1fa","ffxiv/sea_s1/fld/s1fa/level/s1fa",1,"ラノシア","ラノシア","オ・ゴモロ火口神殿","s1fa/00",2,2,10,57,False,23,0,True,False,False,False,1001,-1,-1,0,0,"",-1,6,-1,False,0,0,0,0,False
207,"f1fa","ffxiv/fst_f1/fld/f1fa/level/f1fa",1,"黒衣森","黒衣森","茨の園","f1fa/00",3,2,10,66,False,30,0,True,False,False,False,1001,122003,124208,0,0,"",-1,18,-1,False,0,0,0,0,False
208,"r1fa","ffxiv/roc_r1/fld/r1fa/level/r1fa",1,"クルザス","クルザス","ハウリングアイ石塔群","r1fa/01",5,2,10,58,False,26,0,True,False,False,False,1001,-1,-1,0,0,"",-1,10,-1,False,0,0,0,0,False
209,"","",0,"","","","",0,0,0,0,False,0,0,False,False,False,False,0,0,0,0,0,"",0,0,0,False,0,0,0,0,False
210,"w1e4","ffxiv/wil_w1/evt/w1e4/level/w1e4",1,"ザナラーン","ウルダハ市街","銀冑団総長室","w1e4/00",4,0,15,0,False,0,0,True,False,False,False,85,-1,-1,0,0,"ウルダハ：ナル回廊",-1,0,-1,False,0,0,0,0,False
211,"","",0,"","","","",0,0,0,0,False,0,0,False,False,False,False,0,0,0,0,0,"",0,0,0,False,0,0,0,0,False
212,"w1e6","ffxiv/wil_w1/evt/w1e6/level/w1e6",1,"ザナラーン","ザナラーン","砂の家","w1e6/00",4,0,15,0,False,0,0,True,False,False,False,1036,-1,-1,852093,0,"ホライズン",-1,0,-1,False,0,0,0,0,False
213,"","",0,"","","","",0,0,0,0,False,0,0,False,False,False,False,0,0,0,0,0,"",0,0,0,False,0,0,0,0,False
214,"go001","ffxiv/sea_s1/fld/s1f1/level/s1f1",1,"ラノシア","ラノシア","中央ラノシア","s1f1/00",2,2,3,42,False,16,0,True,False,False,False,1001,-1,-1,0,0,"",-1,0,-1,False,0,0,0,0,False
215,"go003","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,"ザナラーン","ザナラーン","西ザナラーン","w1f1/00",4,2,3,44,False,9,0,True,False,False,False,1001,-1,-1,0,0,"",-1,0,-1,False,0,0,0,0,False
216,"go004","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,"ザナラーン","ザナラーン","中央ザナラーン","w1f2/00",4,2,3,45,False,10,0,True,False,False,False,1001,-1,-1,0,0,"",-1,0,-1,False,0,0,0,0,False
217,"w1d4","ffxiv/wil_w1/dun/w1d4/level/w1d4",1,"ザナラーン","ザナラーン","カストルム・メリディアヌム","w1d4/00",4,2,3,15,False,0,0,True,False,False,False,1001,122002,124112,0,0,"",-1,35,-1,False,0,0,0,0,False
218,"","",0,"","","","",0,0,0,0,False,0,0,False,False,False,False,0,0,0,0,0,"",0,0,0,False,0,0,0,0,False
219,"go008","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,"黒衣森","黒衣森","黒衣森：中央森林","f1f1/00",3,2,3,49,False,3,0,True,False,False,False,1001,-1,-1,0,0,"",-1,0,-1,False,0,0,0,0,False
220,"go007","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,"黒衣森","黒衣森","黒衣森：南部森林","f1f3/00",3,2,3,48,False,5,0,True,False,False,False,1001,-1,-1,0,0,"",-1,0,-1,False,0,0,0,0,False
221,"go009","ffxiv/sea_s1/fld/s1f5/level/s1f5",1,"ラノシア","ラノシア","高地ラノシア","s1f5/00",2,2,3,50,False,20,0,True,False,False,False,1001,-1,-1,0,0,"",-1,0,-1,False,0,0,0,0,False
222,"go010","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,"ラノシア","ラノシア","低地ラノシア","s1f2/00",2,2,3,51,False,17,0,True,False,False,False,1001,-1,-1,0,0,"",-1,0,-1,False,0,0,0,0,False
223,"go011","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,"クルザス","クルザス","クルザス中央高地","r1f1/00",5,2,3,52,False,21,2,True,False,False,False,1001,-1,-1,0,0,"",-1,0,-1,False,0,0,0,0,False
224,"w1d5","ffxiv/wil_w1/dun/w1d5/level/w1d5",1,"ザナラーン","ザナラーン","魔導城プラエトリウム","w1d5/01",4,2,3,16,False,0,0,True,False,False,False,1001,122002,124113,0,0,"",-1,14,-1,False,0,0,0,0,False
225,"e0002","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,"黒衣森","黒衣森","黒衣森：中央森林","f1f1/00",3,3,9,297,False,3,0,True,False,False,False,37,122003,123204,0,15,"",-1,0,-1,False,0,0,0,0,False
226,"e0003","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,"黒衣森","黒衣森","黒衣森：中央森林","f1f1/00",3,3,9,298,False,3,0,True,False,False,False,36,122003,123204,0,12,"",-1,0,-1,False,0,0,0,0,False
227,"e0004","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,"黒衣森","黒衣森","黒衣森：中央森林","f1f1/00",3,3,9,299,False,3,0,True,False,False,False,37,122003,123204,0,14,"",-1,0,-1,False,0,0,0,0,False
228,"e0007","ffxiv/fst_f1/fld/f1f4/level/f1f4",1,"黒衣森","黒衣森","黒衣森：北部森林","f1f4/00",3,3,9,302,False,6,0,True,False,False,False,37,122003,123207,0,6,"",-1,0,-1,False,0,0,0,0,False
